senderTs,senderMbps,receiverTs,receiverMbps
3214.0,0.0,3214.0,0.434
3216.0,0.0,3216.0,0.429
3218.0,0.0,3218.0,0.452
3220.0,0.0,3220.0,0.44
3222.0,0.0,3222.0,0.452
3224.0,0.0,3224.0,0.44
3226.0,0.0,3226.0,0.446
3228.0,0.0,3228.0,0.446
3230.0,0.0,3230.0,0.434
3232.0,0.0,3232.0,0.434
3234.0,0.0,3234.0,0.434
3236.0,0.0,3236.0,0.434
3238.0,0.0,3238.0,0.463
3240.0,0.0,3240.0,0.515
3242.0,0.0,3242.0,0.521
3244.0,0.0,3244.0,0.521
3246.0,0.0,3246.0,0.521
3248.0,0.0,3248.0,0.544
3250.0,0.0,3250.0,0.602
3252.0,0.0,3252.0,0.608
3254.0,0.0,3254.0,0.608
3256.0,0.0,3256.0,0.608
3258.0,0.0,3258.0,0.602
3260.0,0.0,3260.0,0.626
3262.0,0.0,3262.0,0.55
3264.0,0.0,3264.0,0.539
3266.0,0.0,3266.0,0.527
3268.0,0.0,3268.0,0.533
3270.0,0.0,3270.0,0.521
3272.0,0.0,3272.0,0.521
3274.0,15.7,3274.0,0.504
3276.0,0.0,3276.0,0.504
3278.0,0.0,3278.0,0.515
3280.0,0.0,3280.0,0.498
3282.0,0.0,3282.0,0.504
3284.0,0.0,3284.0,0.51
3286.0,0.0,3286.0,0.515
3288.0,0.0,3288.0,0.51
3290.0,0.0,3290.0,0.515
3292.0,0.0,3292.0,0.521
3294.0,0.0,3294.0,0.521
3296.0,0.0,3296.0,0.521
3298.0,0.0,3298.0,0.515
3300.0,0.0,3300.0,0.533
3302.0,0.0,3302.0,0.533
3304.0,0.0,3304.0,0.527
3306.0,0.0,3306.0,0.521
3308.0,0.0,3308.0,0.515
3310.0,0.0,3310.0,0.521
3312.0,0.0,3312.0,0.51
3314.0,0.0,3314.0,0.51
3316.0,0.0,3316.0,0.515
3318.0,0.0,3318.0,0.515
3320.0,0.0,3320.0,0.515
3322.0,0.0,3322.0,0.504
3324.0,0.0,3324.0,0.51
3326.0,0.0,3326.0,0.504
3328.0,0.0,3328.0,0.51
3330.0,0.0,3330.0,0.51
3332.0,0.0,3332.0,0.51
3334.0,0.0,3334.0,0.515
3336.0,15.7,3336.0,0.521
3338.0,0.0,3338.0,0.527
3340.0,0.0,3340.0,0.521
3342.0,0.0,3342.0,0.504
3344.0,0.0,3344.0,0.469
3346.0,0.0,3346.0,0.469
3348.0,0.0,3348.0,0.463
3350.0,0.0,3350.0,0.469
3352.0,0.0,3352.0,0.458
3354.0,0.0,3354.0,0.446
3356.0,0.0,3356.0,0.44
3358.0,0.0,3358.0,0.44
3360.0,0.0,3360.0,0.44
3362.0,0.0,3362.0,0.44
3364.0,0.0,3364.0,0.469
3366.0,0.0,3366.0,0.521
3368.0,0.0,3368.0,0.533
3370.0,0.0,3370.0,0.539
3372.0,0.0,3372.0,0.492
3374.0,0.0,3374.0,0.515
3376.0,0.0,3376.0,0.515
3378.0,0.0,3378.0,0.521
3380.0,0.0,3380.0,0.521
3382.0,0.0,3382.0,0.515
3384.0,0.0,3384.0,0.521
3386.0,0.0,3386.0,0.521
3388.0,0.0,3388.0,0.527
3390.0,0.0,3390.0,0.533
3392.0,0.0,3392.0,0.527
3394.0,0.0,3394.0,0.51
3396.0,0.0,3396.0,0.521
3398.0,0.0,3398.0,0.521
3400.0,16.3,3400.0,0.527
3402.0,0.0,3402.0,0.527
3404.0,0.0,3404.0,0.498
3406.0,0.0,3406.0,0.521
3408.0,0.0,3408.0,0.515
3410.0,0.0,3410.0,0.51
3412.0,0.0,3412.0,0.51
3414.0,0.0,3414.0,0.475
3416.0,0.0,3416.0,0.515
3418.0,0.0,3418.0,0.521
3420.0,0.0,3420.0,0.515
3422.0,0.0,3422.0,0.51
3424.0,0.0,3424.0,0.458
3426.0,0.0,3426.0,0.521
3428.0,0.0,3428.0,0.521
3430.0,0.0,3430.0,0.515
3432.0,0.0,3432.0,0.481
3434.0,0.0,3434.0,0.469
3436.0,0.0,3436.0,0.521
3438.0,0.0,3438.0,0.521
3440.0,0.0,3440.0,0.515
3442.0,0.0,3442.0,0.504
3444.0,0.0,3444.0,0.504
3446.0,0.0,3446.0,0.498
3448.0,0.0,3448.0,0.527
3450.0,0.0,3450.0,0.527
3452.0,0.0,3452.0,0.521
3454.0,0.0,3454.0,0.515
3456.0,0.0,3456.0,0.469
3458.0,0.0,3458.0,0.527
3460.0,0.0,3460.0,0.521
3462.0,15.7,3462.0,0.521
3464.0,0.0,3464.0,0.527
3466.0,0.0,3466.0,0.498
3468.0,0.0,3468.0,0.521
3470.0,0.0,3470.0,0.527
3472.0,0.0,3472.0,0.515
3474.0,0.0,3474.0,0.521
3476.0,0.0,3476.0,0.515
3478.0,0.0,3478.0,0.515
3480.0,0.0,3480.0,0.521
3482.0,0.0,3482.0,0.515
3484.0,0.0,3484.0,0.527
3486.0,0.0,3486.0,0.521
3488.0,0.0,3488.0,0.521
3490.0,0.0,3490.0,0.539
3492.0,0.0,3492.0,0.533
3494.0,0.0,3494.0,0.533
3496.0,0.0,3496.0,0.498
3498.0,0.0,3498.0,0.498
3500.0,0.0,3500.0,0.527
3502.0,0.0,3502.0,0.504
3504.0,0.0,3504.0,0.51
3506.0,0.0,3506.0,0.51
3508.0,0.0,3508.0,0.487
3510.0,0.0,3510.0,0.539
3512.0,0.0,3512.0,0.504
3514.0,0.0,3514.0,0.51
3516.0,0.0,3516.0,0.51
3518.0,0.0,3518.0,0.521
3520.0,0.0,3520.0,0.55
3522.0,0.0,3522.0,0.51
3524.0,15.7,3524.0,0.51
3526.0,0.0,3526.0,0.521
3528.0,0.0,3528.0,0.463
3530.0,0.0,3530.0,0.527
3532.0,0.0,3532.0,0.51
3534.0,0.0,3534.0,0.51
3536.0,0.0,3536.0,0.515
3538.0,0.0,3538.0,0.504
3540.0,0.0,3540.0,0.463
3542.0,0.0,3542.0,0.434
3544.0,0.0,3544.0,0.429
3546.0,0.0,3546.0,0.429
3548.0,0.0,3548.0,0.434
3550.0,0.0,3550.0,0.434
3552.0,0.0,3552.0,0.51
3554.0,0.0,3554.0,0.521
3556.0,0.0,3556.0,0.521
3558.0,0.0,3558.0,0.521
3560.0,0.0,3560.0,0.527
3562.0,0.0,3562.0,0.521
3564.0,0.0,3564.0,0.515
3566.0,0.0,3566.0,0.515
3568.0,0.0,3568.0,0.527
3570.0,0.0,3570.0,0.515
3572.0,0.0,3572.0,0.556
3574.0,0.0,3574.0,0.585
3576.0,0.0,3576.0,0.579
3578.0,0.0,3578.0,0.579
3580.0,0.0,3580.0,0.573
3582.0,0.0,3582.0,0.498
3584.0,0.0,3584.0,0.487
3586.0,15.7,3586.0,0.487
3588.0,0.0,3588.0,0.481
3590.0,0.0,3590.0,0.487
3592.0,0.0,3592.0,0.533
3594.0,0.0,3594.0,0.556
3596.0,0.0,3596.0,0.562
3598.0,0.0,3598.0,0.55
3600.0,0.0,3600.0,0.521
3602.0,0.0,3602.0,0.544
3604.0,0.0,3604.0,0.527
3606.0,0.0,3606.0,0.539
3608.0,0.0,3608.0,0.521
3610.0,0.0,3610.0,0.544
3612.0,0.0,3612.0,0.515
3614.0,0.0,3614.0,0.515
3616.0,0.0,3616.0,0.539
3618.0,0.0,3618.0,0.55
3620.0,0.0,3620.0,0.562
3622.0,0.0,3622.0,0.562
3624.0,0.0,3624.0,0.527
3626.0,0.0,3626.0,0.521
3628.0,0.0,3628.0,0.515
3630.0,0.0,3630.0,0.515
3632.0,0.0,3632.0,0.51
3634.0,0.0,3634.0,0.51
3636.0,0.0,3636.0,0.527
3638.0,0.0,3638.0,0.521
3640.0,0.0,3640.0,0.521
3642.0,0.0,3642.0,0.527
3644.0,0.0,3644.0,0.527
3646.0,16.3,3646.0,0.521
3648.0,0.0,3648.0,0.51
3650.0,0.0,3650.0,0.515
3652.0,0.0,3652.0,0.527
3654.0,0.0,3654.0,0.533
3656.0,0.0,3656.0,0.533
3658.0,0.0,3658.0,0.521
3660.0,0.0,3660.0,0.521
3662.0,0.0,3662.0,0.527
3664.0,0.0,3664.0,0.533
3666.0,0.0,3666.0,0.515
3668.0,0.0,3668.0,0.515
3670.0,0.0,3670.0,0.51
3672.0,0.0,3672.0,0.515
3674.0,0.0,3674.0,0.498
3676.0,0.0,3676.0,0.51
3678.0,0.0,3678.0,0.504
3680.0,0.0,3680.0,0.579
3682.0,0.0,3682.0,0.579
3684.0,0.0,3684.0,0.568
3686.0,0.0,3686.0,0.568
3688.0,0.0,3688.0,0.585
3690.0,0.0,3690.0,0.573
3692.0,0.0,3692.0,0.579
3694.0,0.0,3694.0,0.585
3696.0,0.0,3696.0,0.608
3698.0,0.0,3698.0,0.585
3700.0,0.0,3700.0,0.573
3702.0,0.0,3702.0,0.573
